,School Year,Building Code,DBN,Location Name,Location Code,Major N,Oth N,NoCrim N,Prop N,Vio N,TotalCrimes
5111,2015-16,M158,02M158,P.S. 158 Bayard Taylor,M158,,,,,,0.0
5112,2015-16,M158,02M177,Yorkville East Middle School,M177,,,,,,0.0
5113,2015-16,M158,,1458 YORK AVENUE  CONSOLIDATED LOCATION ,,0.0,3.0,0.0,3.0,0.0,6.0
5114,2015-16,M161,05M161,P.S. 161 Pedro Albizu Campos,M161,0.0,0.0,6.0,0.0,0.0,6.0
5115,2015-16,M163,03M163,P.S. 163 Alfred E. Smith,M163,0.0,0.0,0.0,0.0,0.0,0.0
5116,2015-16,M164,06M326,M.S. 326 - Writers Today & Leaders Tomorrow,M326,,,,,,0.0
5117,2015-16,M164,06M328,M.S. 328 - Manhattan Middle School for Scientific,M328,,,,,,0.0
5118,2015-16,M164,,401 WEST 164 STREET CONSOLIDATED LOCATION,,0.0,2.0,3.0,0.0,1.0,6.0
5119,2015-16,M165,03M165,P.S. 165 Robert E. Simon,M165,,,,,,0.0
5120,2015-16,M165,03M862,Mott Hall II,M862,,,,,,0.0
5121,2015-16,M165,,234 WEST 109 STREET CONSOLIDATED LOCATION,,2.0,5.0,9.0,5.0,2.0,23.0
