,dbn,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
577,M142,,,,,,,,,,,,
578,M143,,,,,,,,,,,,
579,M145,,,,,,,,,,,,
580,M146,,,,,,,,,,,,
581,M148,,,,,,,,,,,,
582,M149,,,,,,,,,,,,
583,M150,,,,,,,,,,,,
584,M151,,,,,,,,,,,,
585,M152,,,,,,,,,,,,
586,M153,,,,,,,,,,,,
587,M154,,,,,,,,,,,,
588,M155,,,,,,,,,,,,
589,M157,,,,,,,,,,,,
590,M158,,,,,,,,,,,,
591,M161,,,,,,,,,,,,
592,M163,,,,,,,,,,,,
593,M165,,,,,,,,,,,,
594,M166,,,,,,,,,,,,
595,M167,,,,,,,,,,,,
596,M171,,,,,,,,,,,,
597,M173,,,,,,,,,,,,
598,M175,,,,,,,,,,,,
599,M177,,,,,,,,,,,,
600,M178,,,,,,,,,,,,
601,M180,,,,,,,,,,,,
602,M182,,,,,,,,,,,,
603,M183,,,,,,,,,,,,
604,M184,,,,,,,,,,,,
605,M185,,,,,,,,,,,,
606,M187,,,,,,,,,,,,
607,M188,,,,,,,,,,,,
608,M189,,,,,,,,,,,,
609,M191,,,,,,,,,,,,
610,M192,,,,,,,,,,,,
611,M194,,,,,,,,,,,,
612,M195,,,,,,,,,,,,
613,M197,,,,,,,,,,,,
614,M198,,,,,,,,,,,,
615,M199,,,,,,,,,,,,
616,M200,,,,,,,,,,,,
617,M206,,,,,,,,,,,,
618,M208,,,,,,,,,,,,
619,M209,,,,,,,,,,,,
620,M210,,,,,,,,,,,,
621,M211,,,,,,,,,,,,
622,M212,,,,,,,,,,,,
623,M217,,,,,,,,,,,,
624,M218,,,,,,,,,,,,
625,M223,,,,,,,,,,,,
626,M224,,,,,,,,,,,,
627,M225,,,,,,,,,,,,
628,M234,,,,,,,,,,,,
629,M241,,,,,,,,,,,,
630,M242,,,,,,,,,,,,
631,M243,,,,,,,,,,,,
632,M245,,,,,,,,,,,,
633,M247,,,,,,,,,,,,
634,M250,,,,,,,,,,,,
635,M255,,,,,,,,,,,,
636,M256,,,,,,,,,,,,
637,M258,,,,,,,,,,,,
638,M260,,,,,,,,,,,,
639,M267,,,,,,,,,,,,
640,M276,,,,,,,,,,,,
641,M278,,,,,,,,,,,,
642,M280,,,,,,,,,,,,
643,M281,,,,,,,,,,,,
644,M282,,,,,,,,,,,,
645,M283,,,,,,,,,,,,
646,M285,,,,,,,,,,,,
647,M286,,,,,,,,,,,,
648,M288,,,,,,,,,,,,
649,M289,,,,,,,,,,,,
650,M290,,,,,,,,,,,,
651,M291,,,,,,,,,,,,
652,M292,,,,,,,,,,,,
653,M293,,,,,,,,,,,,
654,M294,,,,,,,,,,,,
655,M296,,,,,,,,,,,,
656,M297,,,,,,,,,,,,
657,M298,,,,,,,,,,,,
658,M299,,,,,,,,,,,,
659,M300,,,,,,,,,,,,
660,M301,,,,,,,,,,,,
661,M302,,,,,,,,,,,,
662,M303,,,,,,,,,,,,
663,M304,,,,,,,,,,,,
664,M305,,,,,,,,,,,,
665,M307,,,,,,,,,,,,
666,M308,,,,,,,,,,,,
667,M311,,,,,,,,,,,,
668,M312,,,,,,,,,,,,
669,M313,,,,,,,,,,,,
670,M314,,,,,,,,,,,,
671,M315,,,,,,,,,,,,
672,M316,,,,,,,,,,,,
673,M317,,,,,,,,,,,,
674,M318,,,,,,,,,,,,
675,M319,,,,,,,,,,,,
676,M321,,,,,,,,,,,,
677,M322,,,,,,,,,,,,
678,M324,,,,,,,,,,,,
679,M325,,,,,,,,,,,,
680,M326,,,,,,,,,,,,
681,M328,,,,,,,,,,,,
682,M332,,,,,,,,,,,,
683,M333,,,,,,,,,,,,
684,M334,,,,,,,,,,,,
685,M340,,,,,,,,,,,,
686,M343,,,,,,,,,,,,
687,M344,,,,,,,,,,,,
688,M345,,,,,,,,,,,,
689,M346,,,,,,,,,,,,
690,M347,,,,,,,,,,,,
691,M348,,,,,,,,,,,,
692,M349,,,,,,,,,,,,
693,M361,,,,,,,,,,,,
694,M362,,,,,,,,,,,,
695,M363,,,,,,,,,,,,
696,M364,,,,,,,,,,,,
697,M366,,,,,,,,,,,,
698,M367,,,,,,,,,,,,
699,M368,,,,,,,,,,,,
700,M369,,,,,,,,,,,,
701,M372,,,,,,,,,,,,
702,M374,,,,,,,,,,,,
703,M375,,,,,,,,,,,,
704,M376,,,,,,,,,,,,
705,M377,,,,,,,,,,,,
706,M378,,,,,,,,,,,,
707,M381,,,,,,,,,,,,
708,M392,,,,,,,,,,,,
709,M393,,,,,,,,,,,,
710,M394,,,,,,,,,,,,
711,M397,,,,,,,,,,,,
712,M399,,,,,,,,,,,,
713,M400,,,,,,,,,,,,
714,M402,,,,,,,,,,,,
715,M403,,,,,,,,,,,,
716,M404,,,,,,,,,,,,
717,M406,,,,,,,,,,,,
718,M407,,,,,,,,,,,,
719,M408,,,,,,,,,,,,
720,M409,,,,,,,,,,,,
721,M410,,,,,,,,,,,,
722,M411,,,,,,,,,,,,
723,M412,,,,,,,,,,,,
724,M413,,,,,,,,,,,,
725,M414,,,,,,,,,,,,
726,M415,,,,,,,,,,,,
727,M416,,,,,,,,,,,,
728,M417,,,,,,,,,,,,
729,M418,,,,,,,,,,,,
730,M419,,,,,,,,,,,,
731,M420,,,,,,,,,,,,
732,M421,,,,,,,,,,,,
733,M422,,,,,,,,,,,,
734,M423,,,,,,,,,,,,
735,M425,,,,,,,,,,,,
736,M427,,,,,,,,,,,,
737,M429,,,,,,,,,,,,
738,M432,,,,,,,,,,,,
739,M435,,,,,,,,,,,,
740,M437,,,,,,,,,,,,
741,M438,,,,,,,,,,,,
742,M439,,,,,,,,,,,,
743,M440,,,,,,,,,,,,
744,M442,,,,,,,,,,,,
745,M448,,,,,,,,,,,,
746,M449,,,,,,,,,,,,
747,M450,,,,,,,,,,,,
748,M452,,,,,,,,,,,,
749,M458,,,,,,,,,,,,
750,M459,,,,,,,,,,,,
751,M460,,,,,,,,,,,,
752,M462,,,,,,,,,,,,
753,M463,,,,,,,,,,,,
754,M467,,,,,,,,,,,,
755,M468,,,,,,,,,,,,
756,M469,,,,,,,,,,,,
757,M470,,,,,,,,,,,,
758,M475,,,,,,,,,,,,
759,M479,,,,,,,,,,,,
760,M485,,,,,,,,,,,,
761,M489,,,,,,,,,,,,
762,M492,,,,,,,,,,,,
763,M494,,,,,,,,,,,,
764,M495,,,,,,,,,,,,
765,M499,,,,,,,,,,,,
766,M500,,,,,,,,,,,,
767,M505,,,,,,,,,,,,
768,M507,,,,,,,,,,,,
769,M509,,,,,,,,,,,,
770,M514,,,,,,,,,,,,
771,M515,,,,,,,,,,,,
772,M517,,,,,,,,,,,,
773,M519,,,,,,,,,,,,
774,M520,,,,,,,,,,,,
775,M527,,,,,,,,,,,,
776,M528,,,,,,,,,,,,
777,M529,,,,,,,,,,,,
778,M531,,,,,,,,,,,,
779,M533,,,,,,,,,,,,
780,M534,,,,,,,,,,,,
781,M539,,,,,,,,,,,,
782,M540,,,,,,,,,,,,
783,M541,,,,,,,,,,,,
784,M542,,,,,,,,,,,,
785,M543,,,,,,,,,,,,
786,M544,,,,,,,,,,,,
787,M545,,,,,,,,,,,,
788,M546,,,,,,,,,,,,
789,M550,,,,,,,,,,,,
790,M551,,,,,,,,,,,,
791,M552,,,,,,,,,,,,
792,M555,,,,,,,,,,,,
793,M560,,,,,,,,,,,,
794,M570,,,,,,,,,,,,
795,M575,,,,,,,,,,,,
796,M580,,,,,,,,,,,,
797,M586,,,,,,,,,,,,
798,M600,,,,,,,,,,,,
799,M605,,,,,,,,,,,,
800,M610,,,,,,,,,,,,
801,M615,,,,,,,,,,,,
802,M620,,,,,,,,,,,,
803,M625,,,,,,,,,,,,
804,M630,,,,,,,,,,,,
805,M635,,,,,,,,,,,,
806,M650,,,,,,,,,,,,
807,M655,,,,,,,,,,,,
808,M670,,,,,,,,,,,,
809,M680,,,,,,,,,,,,
810,M685,,,,,,,,,,,,
811,M692,,,,,,,,,,,,
812,M696,,,,,,,,,,,,
813,M825,,,,,,,,,,,,
814,M839,,,,,,,,,,,,
815,M859,,,,,,,,,,,,
816,M860,,,,,,,,,,,,
817,M862,,,,,,,,,,,,
818,M896,,,,,,,,,,,,
819,M933,,,,,,,,,,,,
820,M964,,,,,,,,,,,,
821,Q002,,,,,,,,,,,,
822,Q005,,,,,,,,,,,,
823,Q007,,,,,,,,,,,,
824,Q008,,,,,,,,,,,,
825,Q010,,,,,,,,,,,,
826,Q011,,,,,,,,,,,,
827,Q012,,,,,,,,,,,,
828,Q013,,,,,,,,,,,,
829,Q014,,,,,,,,,,,,
830,Q015,,,,,,,,,,,,
831,Q016,,,,,,,,,,,,
832,Q017,,,,,,,,,,,,
833,Q018,,,,,,,,,,,,
834,Q019,,,,,,,,,,,,
835,Q020,,,,,,,,,,,,
836,Q021,,,,,,,,,,,,
837,Q022,,,,,,,,,,,,
838,Q024,,,,,,,,,,,,
839,Q025,,,,,,,,,,,,
840,Q026,,,,,,,,,,,,
841,Q028,,,,,,,,,,,,
842,Q029,,,,,,,,,,,,
843,Q030,,,,,,,,,,,,
844,Q031,,,,,,,,,,,,
845,Q032,,,,,,,,,,,,
846,Q033,,,,,,,,,,,,
847,Q034,,,,,,,,,,,,
848,Q035,,,,,,,,,,,,
849,Q036,,,,,,,,,,,,
850,Q037,,,,,,,,,,,,
851,Q038,,,,,,,,,,,,
852,Q040,,,,,,,,,,,,
853,Q041,,,,,,,,,,,,
854,Q042,,,,,,,,,,,,
855,Q043,,,,,,,,,,,,
856,Q045,,,,,,,,,,,,
857,Q046,,,,,,,,,,,,
858,Q047,,,,,,,,,,,,
859,Q048,,,,,,,,,,,,
860,Q049,,,,,,,,,,,,
861,Q050,,,,,,,,,,,,
862,Q051,,,,,,,,,,,,
863,Q052,,,,,,,,,,,,
864,Q053,,,,,,,,,,,,
865,Q054,,,,,,,,,,,,
866,Q055,,,,,,,,,,,,
867,Q056,,,,,,,,,,,,
868,Q058,,,,,,,,,,,,
869,Q059,,,,,,,,,,,,
870,Q060,,,,,,,,,,,,
871,Q061,,,,,,,,,,,,
872,Q062,,,,,,,,,,,,
873,Q063,,,,,,,,,,,,
874,Q064,,,,,,,,,,,,
875,Q065,,,,,,,,,,,,
876,Q066,,,,,,,,,,,,
877,Q067,,,,,,,,,,,,
878,Q068,,,,,,,,,,,,
879,Q069,,,,,,,,,,,,
880,Q070,,,,,,,,,,,,
881,Q071,,,,,,,,,,,,
882,Q072,,,,,,,,,,,,
883,Q073,,,,,,,,,,,,
884,Q074,,,,,,,,,,,,
885,Q076,,,,,,,,,,,,
886,Q077,,,,,,,,,,,,
887,Q078,,,,,,,,,,,,
888,Q079,,,,,,,,,,,,
889,Q080,,,,,,,,,,,,
890,Q081,,,,,,,,,,,,
891,Q082,,,,,,,,,,,,
892,Q084,,,,,,,,,,,,
893,Q085,,,,,,,,,,,,
894,Q086,,,,,,,,,,,,
895,Q087,,,,,,,,,,,,
896,Q088,,,,,,,,,,,,
897,Q089,,,,,,,,,,,,
898,Q090,,,,,,,,,,,,
899,Q091,,,,,,,,,,,,
900,Q092,,,,,,,,,,,,
901,Q093,,,,,,,,,,,,
902,Q094,,,,,,,,,,,,
903,Q095,,,,,,,,,,,,
904,Q096,,,,,,,,,,,,
905,Q097,,,,,,,,,,,,
906,Q098,,,,,,,,,,,,
907,Q099,,,,,,,,,,,,
908,Q100,,,,,,,,,,,,
909,Q101,,,,,,,,,,,,
910,Q102,,,,,,,,,,,,
911,Q104,,,,,,,,,,,,
912,Q105,,,,,,,,,,,,
913,Q106,,,,,,,,,,,,
914,Q107,,,,,,,,,,,,
915,Q108,,,,,,,,,,,,
916,Q109,,,,,,,,,,,,
917,Q110,,,,,,,,,,,,
918,Q111,,,,,,,,,,,,
919,Q112,,,,,,,,,,,,
920,Q113,,,,,,,,,,,,
921,Q114,,,,,,,,,,,,
922,Q115,,,,,,,,,,,,
923,Q116,,,,,,,,,,,,
924,Q117,,,,,,,,,,,,
925,Q118,,,,,,,,,,,,
926,Q119,,,,,,,,,,,,
927,Q120,,,,,,,,,,,,
928,Q121,,,,,,,,,,,,
929,Q122,,,,,,,,,,,,
930,Q123,,,,,,,,,,,,
931,Q124,,,,,,,,,,,,
932,Q125,,,,,,,,,,,,
933,Q126,,,,,,,,,,,,
934,Q127,,,,,,,,,,,,
935,Q128,,,,,,,,,,,,
936,Q129,,,,,,,,,,,,
937,Q130,,,,,,,,,,,,
938,Q131,,,,,,,,,,,,
939,Q132,,,,,,,,,,,,
940,Q133,,,,,,,,,,,,
941,Q134,,,,,,,,,,,,
942,Q135,,,,,,,,,,,,
943,Q136,,,,,,,,,,,,
944,Q137,,,,,,,,,,,,
945,Q138,,,,,,,,,,,,
946,Q139,,,,,,,,,,,,
947,Q140,,,,,,,,,,,,
948,Q141,,,,,,,,,,,,
949,Q143,,,,,,,,,,,,
950,Q144,,,,,,,,,,,,
951,Q145,,,,,,,,,,,,
952,Q146,,,,,,,,,,,,
953,Q147,,,,,,,,,,,,
954,Q148,,,,,,,,,,,,
955,Q149,,,,,,,,,,,,
956,Q150,,,,,,,,,,,,
957,Q151,,,,,,,,,,,,
958,Q152,,,,,,,,,,,,
959,Q153,,,,,,,,,,,,
960,Q154,,,,,,,,,,,,
961,Q155,,,,,,,,,,,,
962,Q156,,,,,,,,,,,,
963,Q157,,,,,,,,,,,,
964,Q158,,,,,,,,,,,,
965,Q159,,,,,,,,,,,,
966,Q160,,,,,,,,,,,,
967,Q161,,,,,,,,,,,,
968,Q162,,,,,,,,,,,,
969,Q163,,,,,,,,,,,,
970,Q164,,,,,,,,,,,,
971,Q165,,,,,,,,,,,,
972,Q166,,,,,,,,,,,,
973,Q167,,,,,,,,,,,,
974,Q169,,,,,,,,,,,,
975,Q171,,,,,,,,,,,,
976,Q172,,,,,,,,,,,,
977,Q173,,,,,,,,,,,,
978,Q174,,,,,,,,,,,,
979,Q175,,,,,,,,,,,,
980,Q176,,,,,,,,,,,,
981,Q178,,,,,,,,,,,,
982,Q181,,,,,,,,,,,,
983,Q182,,,,,,,,,,,,
984,Q183,,,,,,,,,,,,
985,Q184,,,,,,,,,,,,
986,Q185,,,,,,,,,,,,
987,Q186,,,,,,,,,,,,
988,Q188,,,,,,,,,,,,
989,Q189,,,,,,,,,,,,
990,Q190,,,,,,,,,,,,
991,Q191,,,,,,,,,,,,
992,Q192,,,,,,,,,,,,
993,Q193,,,,,,,,,,,,
994,Q194,,,,,,,,,,,,
995,Q195,,,,,,,,,,,,
996,Q196,,,,,,,,,,,,
997,Q197,,,,,,,,,,,,
998,Q199,,,,,,,,,,,,
999,Q200,,,,,,,,,,,,
1000,Q201,,,,,,,,,,,,
1001,Q202,,,,,,,,,,,,
1002,Q203,,,,,,,,,,,,
1003,Q204,,,,,,,,,,,,
1004,Q205,,,,,,,,,,,,
1005,Q206,,,,,,,,,,,,
1006,Q207,,,,,,,,,,,,
1007,Q208,,,,,,,,,,,,
1008,Q209,,,,,,,,,,,,
1009,Q210,,,,,,,,,,,,
1010,Q211,,,,,,,,,,,,
1011,Q212,,,,,,,,,,,,
1012,Q213,,,,,,,,,,,,
1013,Q214,,,,,,,,,,,,
1014,Q215,,,,,,,,,,,,
1015,Q216,,,,,,,,,,,,
1016,Q217,,,,,,,,,,,,
1017,Q219,,,,,,,,,,,,
1018,Q220,,,,,,,,,,,,
1019,Q221,,,,,,,,,,,,
1020,Q222,,,,,,,,,,,,
1021,Q223,,,,,,,,,,,,
1022,Q225,,,,,,,,,,,,
1023,Q226,,,,,,,,,,,,
1024,Q227,,,,,,,,,,,,
1025,Q228,,,,,,,,,,,,
1026,Q229,,,,,,,,,,,,
1027,Q230,,,,,,,,,,,,
1028,Q231,,,,,,,,,,,,
1029,Q232,,,,,,,,,,,,
1030,Q234,,,,,,,,,,,,
1031,Q235,,,,,,,,,,,,
1032,Q236,,,,,,,,,,,,
1033,Q237,,,,,,,,,,,,
1034,Q238,,,,,,,,,,,,
1035,Q239,,,,,,,,,,,,
1036,Q240,,,,,,,,,,,,
1037,Q241,,,,,,,,,,,,
1038,Q242,,,,,,,,,,,,
1039,Q243,,,,,,,,,,,,
1040,Q244,,,,,,,,,,,,
1041,Q248,,,,,,,,,,,,
1042,Q250,,,,,,,,,,,,
1043,Q251,,,,,,,,,,,,
1044,Q252,,,,,,,,,,,,
1045,Q253,,,,,,,,,,,,
1046,Q254,,,,,,,,,,,,
1047,Q258,,,,,,,,,,,,
1048,Q259,,,,,,,,,,,,
1049,Q260,,,,,,,,,,,,
1050,Q261,,,,,,,,,,,,
1051,Q262,,,,,,,,,,,,
1052,Q263,,,,,,,,,,,,
1053,Q264,,,,,,,,,,,,
1054,Q265,,,,,,,,,,,,
1055,Q266,,,,,,,,,,,,
1056,Q267,,,,,,,,,,,,
1057,Q268,,,,,,,,,,,,
1058,Q270,,,,,,,,,,,,
1059,Q272,,,,,,,,,,,,
1060,Q273,,,,,,,,,,,,
1061,Q280,,,,,,,,,,,,
1062,Q281,,,,,,,,,,,,
1063,Q282,,,,,,,,,,,,
1064,Q283,,,,,,,,,,,,
1065,Q284,,,,,,,,,,,,
1066,Q285,,,,,,,,,,,,
1067,Q286,,,,,,,,,,,,
1068,Q287,,,,,,,,,,,,
1069,Q289,,,,,,,,,,,,
1070,Q290,,,,,,,,,,,,
1071,Q291,,,,,,,,,,,,
1072,Q293,,,,,,,,,,,,
1073,Q294,,,,,,,,,,,,
1074,Q295,,,,,,,,,,,,
1075,Q296,,,,,,,,,,,,
1076,Q297,,,,,,,,,,,,
1077,Q299,,,,,,,,,,,,
1078,Q300,,,,,,,,,,,,
1079,Q301,,,,,,,,,,,,
1080,Q302,,,,,,,,,,,,
1081,Q303,,,,,,,,,,,,
1082,Q305,,,,,,,,,,,,
1083,Q306,,,,,,,,,,,,
1084,Q307,,,,,,,,,,,,
1085,Q308,,,,,,,,,,,,
1086,Q309,,,,,,,,,,,,
1087,Q310,,,,,,,,,,,,
1088,Q311,,,,,,,,,,,,
1089,Q312,,,,,,,,,,,,
1090,Q313,,,,,,,,,,,,
1091,Q314,,,,,,,,,,,,
1092,Q315,,,,,,,,,,,,
1093,Q316,,,,,,,,,,,,
1094,Q317,,,,,,,,,,,,
1095,Q318,,,,,,,,,,,,
1096,Q319,,,,,,,,,,,,
1097,Q323,,,,,,,,,,,,
1098,Q324,,,,,,,,,,,,
1099,Q325,,,,,,,,,,,,
1100,Q326,,,,,,,,,,,,
1101,Q327,,,,,,,,,,,,
1102,Q328,,,,,,,,,,,,
1103,Q329,,,,,,,,,,,,
1104,Q330,,,,,,,,,,,,
1105,Q332,,,,,,,,,,,,
1106,Q333,,,,,,,,,,,,
1107,Q334,,,,,,,,,,,,
1108,Q338,,,,,,,,,,,,
1109,Q343,,,,,,,,,,,,
1110,Q349,,,,,,,,,,,,
1111,Q350,,,,,,,,,,,,
1112,Q351,,,,,,,,,,,,
1113,Q354,,,,,,,,,,,,
1114,Q355,,,,,,,,,,,,
1115,Q356,,,,,,,,,,,,
1116,Q358,,,,,,,,,,,,
1117,Q360,,,,,,,,,,,,
1118,Q361,,,,,,,,,,,,
1119,Q362,,,,,,,,,,,,
1120,Q376,,,,,,,,,,,,
1121,Q377,,,,,,,,,,,,
1122,Q400,,,,,,,,,,,,
1123,Q410,,,,,,,,,,,,
1124,Q415,,,,,,,,,,,,
1125,Q425,,,,,,,,,,,,
1126,Q430,,,,,,,,,,,,
1127,Q435,,,,,,,,,,,,
1128,Q440,,,,,,,,,,,,
1129,Q445,,,,,,,,,,,,
1130,Q450,,,,,,,,,,,,
1131,Q455,,,,,,,,,,,,
1132,Q460,,,,,,,,,,,,
1133,Q465,,,,,,,,,,,,
1134,Q470,,,,,,,,,,,,
1135,Q475,,,,,,,,,,,,
1136,Q480,,,,,,,,,,,,
1137,Q485,,,,,,,,,,,,
1138,Q492,,,,,,,,,,,,
1139,Q494,,,,,,,,,,,,
1140,Q495,,,,,,,,,,,,
1141,Q496,,,,,,,,,,,,
1142,Q498,,,,,,,,,,,,
1143,Q499,,,,,,,,,,,,
1144,Q501,,,,,,,,,,,,
1145,Q502,,,,,,,,,,,,
1146,Q505,,,,,,,,,,,,
1147,Q520,,,,,,,,,,,,
1148,Q525,,,,,,,,,,,,
1149,Q530,,,,,,,,,,,,
1150,Q540,,,,,,,,,,,,
1151,Q550,,,,,,,,,,,,
1152,Q555,,,,,,,,,,,,
1153,Q560,,,,,,,,,,,,
1154,Q566,,,,,,,,,,,,
1155,Q575,,,,,,,,,,,,
1156,Q580,,,,,,,,,,,,
1157,Q585,,,,,,,,,,,,
1158,Q600,,,,,,,,,,,,
1159,Q610,,,,,,,,,,,,
1160,Q620,,,,,,,,,,,,
1161,Q650,,,,,,,,,,,,
1162,Q670,,,,,,,,,,,,
1163,Q680,,,,,,,,,,,,
1164,Q686,,,,,,,,,,,,
1165,Q687,,,,,,,,,,,,
1166,Q690,,,,,,,,,,,,
1167,Q744,,,,,,,,,,,,
1168,Q792,,,,,,,,,,,,
1169,Q877,,,,,,,,,,,,
1170,Q896,,,,,,,,,,,,
1171,R001,,,,,,,,,,,,
1172,R002,,,,,,,,,,,,
1173,R003,,,,,,,,,,,,
1174,R004,,,,,,,,,,,,
1175,R005,,,,,,,,,,,,
1176,R006,,,,,,,,,,,,
1177,R007,,,,,,,,,,,,
1178,R008,,,,,,,,,,,,
1179,R009,,,,,,,,,,,,
1180,R010,,,,,,,,,,,,
1181,R011,,,,,,,,,,,,
1182,R013,,,,,,,,,,,,
1183,R014,,,,,,,,,,,,
1184,R016,,,,,,,,,,,,
1185,R018,,,,,,,,,,,,
1186,R019,,,,,,,,,,,,
1187,R020,,,,,,,,,,,,
1188,R021,,,,,,,,,,,,
1189,R022,,,,,,,,,,,,
1190,R023,,,,,,,,,,,,
1191,R024,,,,,,,,,,,,
1192,R026,,,,,,,,,,,,
1193,R027,,,,,,,,,,,,
1194,R028,,,,,,,,,,,,
1195,R029,,,,,,,,,,,,
1196,R030,,,,,,,,,,,,
1197,R031,,,,,,,,,,,,
1198,R032,,,,,,,,,,,,
1199,R034,,,,,,,,,,,,
1200,R035,,,,,,,,,,,,
1201,R036,,,,,,,,,,,,
1202,R038,,,,,,,,,,,,
1203,R039,,,,,,,,,,,,
1204,R041,,,,,,,,,,,,
1205,R042,,,,,,,,,,,,
1206,R044,,,,,,,,,,,,
1207,R045,,,,,,,,,,,,
1208,R046,,,,,,,,,,,,
1209,R047,,,,,,,,,,,,
1210,R048,,,,,,,,,,,,
1211,R049,,,,,,,,,,,,
1212,R050,,,,,,,,,,,,
1213,R051,,,,,,,,,,,,
1214,R052,,,,,,,,,,,,
1215,R053,,,,,,,,,,,,
1216,R054,,,,,,,,,,,,
1217,R055,,,,,,,,,,,,
1218,R056,,,,,,,,,,,,
1219,R057,,,,,,,,,,,,
1220,R058,,,,,,,,,,,,
1221,R059,,,,,,,,,,,,
1222,R060,,,,,,,,,,,,
1223,R061,,,,,,,,,,,,
1224,R062,,,,,,,,,,,,
1225,R063,,,,,,,,,,,,
1226,R064,,,,,,,,,,,,
1227,R065,,,,,,,,,,,,
1228,R068,,,,,,,,,,,,
1229,R069,,,,,,,,,,,,
1230,R072,,,,,,,,,,,,
1231,R074,,,,,,,,,,,,
1232,R075,,,,,,,,,,,,
1233,R078,,,,,,,,,,,,
1234,R080,,,,,,,,,,,,
1235,R440,,,,,,,,,,,,
1236,R445,,,,,,,,,,,,
1237,R450,,,,,,,,,,,,
1238,R455,,,,,,,,,,,,
1239,R460,,,,,,,,,,,,
1240,R470,,,,,,,,,,,,
1241,R600,,,,,,,,,,,,
1242,R605,,,,,,,,,,,,
1243,R861,,,,,,,,,,,,
1244,X001,,,,,,,,,,,,
1245,X002,,,,,,,,,,,,
1246,X003,,,,,,,,,,,,
1247,X004,,,,,,,,,,,,
1248,X005,,,,,,,,,,,,
1249,X006,,,,,,,,,,,,
1250,X007,,,,,,,,,,,,
1251,X008,,,,,,,,,,,,
1252,X009,,,,,,,,,,,,
1253,X011,,,,,,,,,,,,
1254,X014,,,,,,,,,,,,
1255,X015,,,,,,,,,,,,
1256,X016,,,,,,,,,,,,
1257,X018,,,,,,,,,,,,
1258,X019,,,,,,,,,,,,
1259,X020,,,,,,,,,,,,
1260,X021,,,,,,,,,,,,
1261,X022,,,,,,,,,,,,
1262,X023,,,,,,,,,,,,
1263,X024,,,,,,,,,,,,
1264,X025,,,,,,,,,,,,
1265,X028,,,,,,,,,,,,
1266,X029,,,,,,,,,,,,
1267,X030,,,,,,,,,,,,
1268,X031,,,,,,,,,,,,
1269,X032,,,,,,,,,,,,
1270,X033,,,,,,,,,,,,
1271,X035,,,,,,,,,,,,
1272,X036,,,,,,,,,,,,
1273,X037,,,,,,,,,,,,
1274,X041,,,,,,,,,,,,
1275,X042,,,,,,,,,,,,
1276,X043,,,,,,,,,,,,
1277,X044,,,,,,,,,,,,
1278,X045,,,,,,,,,,,,
1279,X046,,,,,,,,,,,,
1280,X047,,,,,,,,,,,,
1281,X048,,,,,,,,,,,,
1282,X049,,,,,,,,,,,,
1283,X050,,,,,,,,,,,,
1284,X051,,,,,,,,,,,,
1285,X053,,,,,,,,,,,,
1286,X054,,,,,,,,,,,,
1287,X055,,,,,,,,,,,,
1288,X056,,,,,,,,,,,,
1289,X057,,,,,,,,,,,,
1290,X058,,,,,,,,,,,,
1291,X059,,,,,,,,,,,,
1292,X061,,,,,,,,,,,,
1293,X062,,,,,,,,,,,,
1294,X063,,,,,,,,,,,,
1295,X064,,,,,,,,,,,,
1296,X065,,,,,,,,,,,,
1297,X066,,,,,,,,,,,,
1298,X067,,,,,,,,,,,,
1299,X068,,,,,,,,,,,,
1300,X069,,,,,,,,,,,,
1301,X070,,,,,,,,,,,,
1302,X071,,,,,,,,,,,,
1303,X072,,,,,,,,,,,,
1304,X073,,,,,,,,,,,,
1305,X075,,,,,,,,,,,,
1306,X076,,,,,,,,,,,,
1307,X077,,,,,,,,,,,,
1308,X078,,,,,,,,,,,,
1309,X079,,,,,,,,,,,,
1310,X080,,,,,,,,,,,,
1311,X081,,,,,,,,,,,,
1312,X083,,,,,,,,,,,,
1313,X085,,,,,,,,,,,,
1314,X086,,,,,,,,,,,,
1315,X087,,,,,,,,,,,,
1316,X088,,,,,,,,,,,,
1317,X089,,,,,,,,,,,,
1318,X090,,,,,,,,,,,,
1319,X091,,,,,,,,,,,,
1320,X092,,,,,,,,,,,,
1321,X093,,,,,,,,,,,,
1322,X094,,,,,,,,,,,,
1323,X095,,,,,,,,,,,,
1324,X096,,,,,,,,,,,,
1325,X097,,,,,,,,,,,,
1326,X098,,,,,,,,,,,,
1327,X100,,,,,,,,,,,,
1328,X101,,,,,,,,,,,,
1329,X102,,,,,,,,,,,,
1330,X103,,,,,,,,,,,,
1331,X105,,,,,,,,,,,,
1332,X106,,,,,,,,,,,,
1333,X107,,,,,,,,,,,,
1334,X108,,,,,,,,,,,,
1335,X109,,,,,,,,,,,,
1336,X110,,,,,,,,,,,,
1337,X111,,,,,,,,,,,,
1338,X112,,,,,,,,,,,,
1339,X114,,,,,,,,,,,,
1340,X117,,,,,,,,,,,,
1341,X118,,,,,,,,,,,,
1342,X119,,,,,,,,,,,,
1343,X121,,,,,,,,,,,,
1344,X123,,,,,,,,,,,,
1345,X125,,,,,,,,,,,,
1346,X126,,,,,,,,,,,,
1347,X127,,,,,,,,,,,,
1348,X128,,,,,,,,,,,,
1349,X129,,,,,,,,,,,,
1350,X130,,,,,,,,,,,,
1351,X131,,,,,,,,,,,,
1352,X132,,,,,,,,,,,,
1353,X134,,,,,,,,,,,,
1354,X138,,,,,,,,,,,,
1355,X140,,,,,,,,,,,,
